时间,fenci,主题概率,主题类型
2024-04-12,实在 诡异 水资源 大面积 爆发 鱼潮 地震 频率 纪录 排放 污水 国家 诅咒 大面积 爆发 国运 垂危 发生 事情 时间 发生 群体性 事件 通报 酒店 发生 集体 呕吐 腹泻 症状 专家 认定 食用 生鱼片 核泄漏 媒体报道 文化 游客 烤肉 恶心 腹泻 症状 送往 医院 治疗 发布 消息 集体 人数 飙升 原因 食材 小学 老师 学生 感染性 胃肠炎 症状 认定 食用 食物 关系 距离 高尔夫球场 餐饮店 发生 群体性 事件 共计 腹泻 发烧 症状 时间 发生 食品 放在 现象 巧合 食品 发生 排放 污水 不顾 污水 排入 主打 便当 餐厅 症状 面馆 爆出 发生 事件 受害者 累计 超过 眼看 食物 核污染 无关 专家 会议 食品 做法 食品 饮用 月份 居民 体验 相关 部门 全国 展开 地区 地下水 有机 氟化物 超标 饮用 预料 食物 食用 饮水 有害物质 超标 担忧 排放 污水 鱼潮 事件 频率 刷新 认知 尸体 函馆 了上 尸体 渔港 尸潮 污水 死鱼 区域 鱼潮 绵延 居民 直呼 场景 事情 发生 情况 鱼潮 事件 污水 无关 死亡 缺氧 生态 面对 态度 全世界 分成 代表 质疑 发生 鱼潮 事件 事情 邮报 死鱼 残骸 冲到 惊悚 描述 网友 核鱼 海鸥 不吃 放射性 排放 放射性 面对 外界 指责 外交 渠道 邮报 提出 修改 稿件 愤怒 阻止不了 质疑 报道 鱼类 放射性 活度 超标 月份 排放 污水 水产品 长辈 发布 通知 禁止 核污染 食物 包括 鲜奶 奶粉 蔬菜 食盐 鱼类 肉类 世仇 无能 实际行动 表达 水产品 停止 购买 导致 水产品 销量 大跌 发布 禁令 国家 号召 民众 购买 水产品 典型 案例 发现 致癌物质 超标 夸张 数值 台湾人 惊慌 压力 当局 退回 发生 离奇 事件 事件 排放 污水 事实 抵赖 派别 观点 鱼潮 水资源 事情 污水 原因 排放 污水 导致 全球 破坏 食物链 生物 死亡 事件 解释 离奇 事件 源头 污水 脱不了 干系 说完 污水 相关 事情 诡异 事情 地震 频率 超出 历史记录 排放 污水 地震 频繁 降临 确实 地震 国家 发生 概率 实在 数据 显示 能登 半岛 发生 地震 发生 地震 包括 强震 时间 发生 有感 地震 数据 总和 超出 神奇 排放 污水 岩手县 发生 地震 发生 地震 发生 地震 发生 地震 发生 地震 导致 居民 恐惧 证据 当地人 怀疑 排放 污水 实在 太巧 玄学 猜疑 感到 担忧 排放 污水 时间 发生 蛾子 水资源 鱼潮 事件 节奏 排放 世界 样子 正好 电影 预兆 遥远 相比 团队 模拟 污水 月份 到达 蔓延 团队 推演 污水 抵制 水产品 分享 事情 希望 淡忘 事情 全世界 嘴脸 历史 耻辱柱 收起,"[(0, 0.37670323), (1, 0.49658135), (4, 0.12538481)]",1
2024-04-18,发现 取关 原因 风格 漂移 污水 事件 发现 对立 流量 频繁 拍摄 国人 歧视 主题 视频 取关 遗址 探险 废弃 医院 发现 流量 转型 拍摄 灵异 地点 利用 配音 剪辑 手法 塑造 恐怖 气氛 取关 罪案 国人 反杀 老外 视频 发现 流量 频繁 大棋 党键 视频 取关 黄书 切片 热门 上班 轻松 接商 洗白 账号 形象 痛骂 评论 区求 书种 求片 观众 取关 风格 漂移 成功 兴趣爱好 漂移 流量 思维 商业 目的 风格 漂移 概率 满仓 新能源 净值 亏到 漂移 净值 亏到 基金 经理 风格 漂移 收起,"[(3, 0.9904715)]",3
2024-07-03,主持人 旅客 污水 视频 视频,"[(0, 0.027976112), (1, 0.02809215), (2, 0.027837025), (3, 0.8603114), (4, 0.027961893), (5, 0.027821435)]",3
2024-06-27,污水 累计 排放 减少 核污染 祸祸 反噬 采购 食用 产品,"[(0, 0.4784676), (1, 0.015316913), (2, 0.015371257), (3, 0.46017084), (4, 0.015344384), (5, 0.015329001)]",0
2024-04-19,电力公司 连续 天向 排放 污水 总量 直指 计划 污水 风暴 预料 国家 网友 热议 悲愤 地质 下水道 人士 忧虑 举动 地球 生态 敲响丧钟 看待 选择 担心 餐桌上 安心 全球 赌注 利益 忽视 面对 浩渺 脆弱 人类 侥幸 逃脱 反噬 忍不住 纯净 海水 污水 侵蚀 良知 责任感 流向 全世界 发声 守护 选择 沉默 看着 生态 走向 危机 收起,"[(1, 0.55403113), (4, 0.4343372)]",1
2024-04-26,担心 计算机断层扫描 剂量 辐射 危害 放疗 利用 特性 治疗 疾病 因病 放心 国家 标准 医生 防护 措施 科学 面对 健康 无忧 生活圈 视频 收起,"[(2, 0.9663244)]",2
2024-06-13,手机 床边 辐射 致癌 告诉 手机 辐射 危害 观察 结论 手机 辐射 癌症 因果关系 给出 答案 手机 辐射 致癌物 致癌 证据 有限 手机 辐射 留意 过度 手机 危害 失眠 视力 损伤 颈椎 手机 实在 忍不住 记住 手机 开灯 控制 手机 收起,"[(0, 0.9801222)]",0
2024-04-15,废水,"[(0, 0.57991135), (1, 0.084396325), (2, 0.08382615), (3, 0.0837871), (4, 0.08419003), (5, 0.08388902)]",0
2024-04-30,废水 倒灌 死鱼 情况 樱花 盛开 繁华 外表 死鱼 废水 中心 发现 地儿 悟空 视频 收起,"[(1, 0.95059353)]",1
2024-03-06,数据 显示 化妆品 国家 化妆品 份额 不断扩大 增长 证券 指出 核泄漏 事件 废水 引发 退货 积累 大众 消费者 不信任感 废水 事件 压垮 骆驼 稻草 遇冷 品牌 突围 收起,"[(1, 0.48599425), (2, 0.4907971)]",2
2024-04-08,废水 排放 日子 辐射 超标 有没有 变异 力气,"[(0, 0.9065187), (1, 0.01874203), (2, 0.018599574), (3, 0.018679854), (4, 0.018620882), (5, 0.018838946)]",0
2024-03-21,正式 污水 累计 排放 计划 排放 进程 团队 模拟 污水 结果显示 污水 到达 路径 上看 污水 到达 到达 蔓延 省份 科技 收起,"[(4, 0.963582)]",4
2024-04-05,谎言 疾病 烟花 二踢脚 世纪 谎言 科学家 证实 耀斑 质子 事件 空气 土壤 却说 人体 信不信 小花 世纪 发现 人类 健康 发疯 通知 防护 小花 反复 叮嘱 看不见 魔爪 代码 告诉 投影 做好 防护 游戏 抗性 装备 药水 世界 沉浸 游戏 醒来 不来 游戏 不来 坚信 游戏 对抗 抽阵 诱惑 恐惧 驱使 小花 孩子 坚信 游戏 醒来 提醒 游戏 谎言 疾病 太阳活动 健康 地磁 地磁 人体 地磁 紊乱 健康 大号 地磁 紊乱 健康 甲辰 不宜 适合 混吃 人间 怪象 太阳活动 大洞 太阳风暴 磁暴 充满 磁性 细胞 健康 细胞 三角形 病态 细胞 人体 无有 地球磁场 地磁 紊乱 人体 紊乱 神经 内分泌 紊乱 舒服 毒药 寒湿 毒药 大肠 地磁 紊乱 健康 地磁 自转 地球 逆时针 旋转 体细胞 原子 电子 逆时针 旋转 原子 层面 地磁 逆时针 双臂 并拢 桌子 发现 手腕 用力 轻松 镜像 抽阵 黑界 转化 本源 原本 二进制 逆向 转化 二进制 黑界 本质 逆向 转化 白界 对称 两界 包含 包含 语言 描述 意识 能量 梦境 现实 重塑 方法论 只能 地磁 紊乱 健康 地磁 紊乱 导致 博友 开车 延迟 危险 博友 莫名 总想 加速 地磁 紊乱 神经 电流 紊乱 神经 信号 中枢 系统 紧张度 升高 男性 增强 地磁 女性 直观 月经 状况 情绪 男性 磁暴 工伤 发生率 时间 高出 交通事故 发生率 倍增 体质 开车 危险 健康 概率 剧透 火车 司机 抑郁 抑郁 磁暴 事故 灾难 磁暴 加剧 社会 系统 裹挟 系统 受害 科学院 空间 中心 发生 磁暴 发生 发生 小心 不字 控制 情绪 谎言 疾病 事实 世纪 人类 科学家 宇宙 太阳活动 人类 健康 地磁 人类 健康状况 系统 领域 高度 宇宙 灾害性 现象 人类 相关 数据 科学界 太阳活动 数据 疾病 发病率 统计 发现 太阳活动 地磁 心脑血管 疾病 发病率 呈现 强正 典型 急性 心梗 心律 血粘度 高血压 褪黑素 下降 失眠 凝固性 血小板 聚集 毛细血管 血流 恶化 心梗 脑梗 发病率 磁暴 心脑血管 急症 地磁 心脑 急性 冠脉 综合症 促死 急性 电解质 紊乱 不急 抢救 促死 促死 相关 大肠 刚性 思维 疫苗 疫苗 小花 禁言 腿子 智障 谎言 疾病 耀斑 地磁 紊乱 空间 电磁 紊乱 电磁 分享 磁场 紊乱 敏感 能量 细胞 空间 电磁 地磁 紊乱 细胞 紊乱 磁铁 磁粉 良心 耀斑 紫外线 做好 防护 皮肤 晒黑 诱发 皮肤癌 抑制 免疫系统 眼睛 受损 吃饭 对面 外墙 事实 选择 植物 基因毒性 作死 条件 品牌 便宜 国产 玩意 配备 紫外线 衣服 眼镜 专业 级别 品牌 别象 手机 通话 麻瓜 衣服 小花 智商 难赚 交点 谎言 疾病 疯狂 质子 事件 太阳活动 质子 事件 计划 大法 质子 事件 发生 地面 射线 增强 不好意思 电离 核辐射 庆幸 地球磁场 还好 地球 秒杀 能测 射线 数值 惊掉 下巴 全网 小花 双重 辐射 办法 发疯 有缘 自得 无缘 谎言 疾病 辐射 进化 宇宙 辐射 症状 症状 有无 症状 人体 适应性 小花 进化 包含 虚实 层面 觉醒 灵魂 机体 进化 身体 代码 投影 囚禁 头维 代码 分开 维头 算法 化为 大地 源于 维头 算法 源于 算法 维身 进维 头框 代码 投影 心胆 集合 投影 世界 代码 运行 抽取 代码 剧烈 加速 心胆 代码 层面 含义 相关 文字 系统性 逻辑性 证明 数域 代码 世界 小花 世界 源代码 有缘 自有 投影 测出 辐射 数据 心明者 自知 辐射 人体 脑部 发生 形态学 改变 时间 剂量 增加 形变 转化 质变 营养障碍 神经 血管 障碍 体力 负荷 心率 血压 稳定 改变 适应性 强大 适应性 进化 过程 经历 光景 强大 身心 弱化 可视 小花 古人 是谓 天人 真人 六鸡 辐射 宇宙 辐射 增强 进化 时期 做好 内源 防护 营养 防护 药理 辐射 中心 药理 强壮 作用 增强 人体 应激 作用 提高 人体 适应力 防护 营养 进化 首选 大药 长服 人体 伤害 谎言 疾病 辐射 进化 世界 投影 投影 投影 代码 纠缠 两界 双生 灵魂 维身 源代码 抽阵 算法 详细 抽阵 相遇 爱情 错付 何谈 相遇 性别 维身 维头 算法 双生 回归 天人 代码 辐射 进化 低剂量 辐射 障碍 特异性 神经 症状 神经 内脏 障碍 力型 全身 改变 表现 无力 疲劳 头痛 亢奋 睡眠 障碍 心脏 感觉 不适 疼痛 血管 收缩 障碍 发生 症状 概率 衰弱 表现 感觉 欠佳 能力 明显降低 精神 兴奋 疲劳 持久 持久性 注意力 记忆力 减退 思考 困难 理解 迟钝 情绪 激惹 控制力 降低 疲乏 无力 睡眠 障碍 紧张性 头痛 植物神经 功能 紊乱 苦闷 焦虑 辐射 改变 皮肤 毛细血管 血流 状态 皮肤 皲裂 蜕皮 老化 溃疡 萎缩 小花 皮损 反复 基础 皮肤 溃疡 结痂 愈合 留下 色斑 眼睛 脆弱 晶化体 混沌 视物 模糊 转化 白内障 癌症 肯定 高发 难受 电离 电磁 双重 进化 环境 外相 防护 条件 防护 营养 青菜 紫菜 核桃 鸡蛋 揭露 哀怨 恐惧 勇敢 活路 收起,"[(2, 0.5887432), (4, 0.41030964)]",2
2024-04-21,报道 电力 核电站 放射性物质 储罐 发现 腐蚀 迹象 腐蚀 局部 储罐 强度 储罐 负责人 老化 维护 污水 发现 储罐 腐蚀 迹象 涂层 剥落 螺栓 固定 钢板 储罐 水槽 净化 接连 发生 泄漏 替换 不易 漏水 焊接式 储罐 焊接式 储罐 储罐 巡视 外观 确认 机器人 超声波 铁板 厚度 储罐 强度 收起,"[(4, 0.98363036)]",4
2024-06-13,手机 床边 辐射 致癌 告诉 手机 辐射 危害 观察 结论 手机 辐射 癌症 因果关系 给出 答案 手机 辐射 致癌物 致癌 证据 有限 手机 辐射 留意 过度 手机 危害 失眠 视力 损伤 颈椎 手机 实在 忍不住 记住 手机 开灯 控制 手机 收起,"[(0, 0.9801222)]",0
2024-04-08,消息 传来 揭露 秘密 废水 涌入 沿海地带 弯弯 地区 消息 想到 顺时针 洋流 规律 洋水 流向 网友 细心 计算 废水 到达 时间 时间 赛跑 赤潮 改变 海水 走向 噩梦 地向 沿海地带 回避 收起,"[(1, 0.9752854)]",1
2024-05-04,震惊 教授 废水,"[(0, 0.04221123), (1, 0.042022407), (2, 0.04185942), (3, 0.04186925), (4, 0.04200445), (5, 0.7900332)]",5
2024-05-08,事儿 理解 抵制 废水 有错 表达 爱国热情 有错 抵制 废水 没错 管事 华人 消费者 店里 照片 表达 爱国热情 没错 支持 骗子 摇头 听不懂 人类 语言 摆拍 故事 好像 事儿 摇头 流行 原因 收起,"[(0, 0.78806394), (5, 0.19213617)]",0
2024-05-16,废水 蚂蚁 发生 变异 攻击 人类 完整版 潇洒 视频,"[(0, 0.016746605), (1, 0.91627955), (2, 0.016725881), (3, 0.016761469), (4, 0.016755886), (5, 0.016730545)]",1
2024-05-30,废水 禁止 视频,"[(0, 0.04246148), (1, 0.04221697), (2, 0.041892767), (3, 0.7893568), (4, 0.04201873), (5, 0.042053252)]",3
2024-06-27,污水 累计 排放 距离 核电站 排放 核污染 核电站 核污染 水排 排放 污水 污水 结束 核电站 电力 官网 计划 财度 排出 核污染 核电站 污水 核电站 储罐 储存 核污染 总量 财年 排放 计划 累计 排放 污水 污水 储存量 不到 排污 体现 水产 发布 财年 海产 数据 水产品 禁令 导致 财年 海产 出口额 下降 海产 总额 下降 官方 民间 机构 努力 推广 海产品 增长额 不足以 弥补 市场 核污染 水排 累计 排放 海产品 锐减 收起,"[(0, 0.46601075), (4, 0.52468276)]",4
2024-03-30,惊喜 团队 废水 海岸线 泛滥 洋流 作祟 流向 汇聚 流入 担心 专家 告诉 海水 到达 交界 赤潮 回归 海域 再循 逆时针 路线 周游世界 收起,"[(1, 0.9664814)]",1
2024-04-11,侦探 废水 事件,"[(0, 0.7897644), (1, 0.042330652), (2, 0.04207218), (3, 0.041874494), (4, 0.042055964), (5, 0.04190228)]",0
2024-04-18,模拟 废水 抵达,"[(0, 0.04217529), (1, 0.042112064), (2, 0.04181456), (3, 0.041887283), (4, 0.79018897), (5, 0.041821845)]",4
2024-05-05,事件 疑似 炒作 希望 理性 看待 网友 爆料 事件 商场 面向 华人 货架 标签 日文 标注 压根 杯套 摆拍 摆拍 大众 视野 废水 热度 商业行为 恶意 消费者 商家 效仿 涨价 受伤 消费者 直播间 卖麻 连续 消费者 同志 实在 收起,"[(2, 0.97907543)]",2
2024-05-11,成员 主页 废水 争议 作出 澄清,"[(0, 0.024172783), (1, 0.024059765), (2, 0.024198355), (3, 0.8792947), (4, 0.024335802), (5, 0.023938617)]",3
2024-07-10,废水 能比 组织 删评,"[(0, 0.41119486), (1, 0.033652093), (2, 0.4544124), (3, 0.033519242), (4, 0.033548653), (5, 0.033672806)]",2
2024-07-26,废水 排放 产物,"[(0, 0.042137686), (1, 0.042101644), (2, 0.041877672), (3, 0.04182448), (4, 0.7898581), (5, 0.04220044)]",4
2024-04-11,玩意 污水 抵达 正式 团队 模拟 污水 结果显示 污水 到达 到达 蔓延 省份 收起,"[(0, 0.011215231), (1, 0.01122982), (2, 0.011158298), (3, 0.011142644), (4, 0.9441284), (5, 0.011125605)]",4
2024-03-24,消息 媒体报道 正式 污水 累计 排放 洋流 废水 海域 模拟 污水 扩散 过程 到达 覆盖 消息 引发 网友 热议 团队 废水 扩散 机理 团队 模拟 污水 结果显示 污水 到达 路径 上看 污水 到达 到达 蔓延 省份 水产品 进口国 海域 连续 放射性物质 超标 海产品 原产地 水产品 污水 人体 带来 健康 准确 做法 带来 健康 风险 切实 排核 废水 电力公司 计划 财年 排放 共计 核电站 核污染 地震 核电站 摧毁 冷却 核电机组 引入 海水 冷却 废水 废水 特制 容器 累计 排入 业内人士 排放 可达 科技 收起,"[(0, 0.99000967)]",0
2024-04-07,废水 芳丝 用家 推推,"[(0, 0.832603), (1, 0.033478692), (2, 0.033571642), (3, 0.033436846), (4, 0.033465758), (5, 0.03344413)]",0
2024-05-08,污水 排放 引发 专家 河流 地下水 发现 地区 地下水 程度 核污染 消息 民众 犹如 地下水 资源 遭遇 核污染 一连串 恶性 地将 淡水 饮用水 资源 不顾 国际 社会 时间 排放 地下水 负面影响 天惩 收起,"[(0, 0.91077656), (4, 0.069454186)]",0
2024-06-14,不顾 排放 污水 护肤品 听说 不想 排放 污水 国家,"[(0, 0.016860334), (1, 0.01689928), (2, 0.33911878), (3, 0.016834766), (4, 0.5935401), (5, 0.016746769)]",4
2024-04-20,电力公司 本年度 核一厂 排放 作业,"[(0, 0.027974932), (1, 0.028142545), (2, 0.027865289), (3, 0.027851894), (4, 0.8603349), (5, 0.027830461)]",4
2024-04-11,毛子 核辐射 危害 喇叭 没恨,"[(0, 0.027980467), (1, 0.027855208), (2, 0.027909163), (3, 0.027898237), (4, 0.02790311), (5, 0.8604538)]",5
2024-03-27,废水 没完 发酵 产品 总会 散发 光芒 历史 事件 推动 表现 公司 产品价格 确实 远离 老百姓 哄抢 局面 健康 关系,"[(3, 0.08419018), (4, 0.8837503)]",4
2024-04-03,想要 便宜 芭比 废水 感受 干手 感觉 包裹 洗脸 碰到 眼睛 眼镜 有点痛 感觉 价格 回购 收起,"[(3, 0.9532453)]",3
2024-04-05,个股 股份 废水 利好 淡水 技术 智能 主线 回调 到位 盛路 技术 助力 低空 经济 固态 电池,"[(1, 0.953288)]",1
2024-04-09,害人,"[(0, 0.582053), (1, 0.084225796), (2, 0.08343028), (3, 0.08343047), (4, 0.0834303), (5, 0.08343013)]",0
2024-05-31,氧棉 给我发 短信 废水 支持 国货 推荐 氧棉 难用 气死 气死,"[(0, 0.9302207), (1, 0.01399095), (2, 0.01391741), (3, 0.01396689), (4, 0.013926199), (5, 0.01397784)]",0
2024-06-03,短剧 上线 揭秘 杀猪 内涵 废水 横屏 形式 电影 质感 小时 播放 名导 专业 影视 从业者 涌入 短剧 视频,"[(0, 0.95804435)]",0
2024-07-09,拿出 废水 热情 高度 黄瓜 比例 处罚 废水 危机 黄瓜 名义 程度 肯定,"[(0, 0.012018619), (1, 0.012041035), (2, 0.93990254), (3, 0.012085613), (4, 0.011995792), (5, 0.011956344)]",2
2024-03-06,污水 事件 发酵 品牌 备受 严峻 化妆品 企业 资生堂 高丝 发布 财报 企业 业绩 增长 陷入 利润 下跌 局面 财报 提到 市场 遇冷 品牌 突围 收起,"[(3, 0.9689823)]",3
2024-03-20,消息 媒体报道 正式 污水 累计 排放,"[(0, 0.88021356), (1, 0.024116822), (2, 0.023916118), (3, 0.023882996), (4, 0.024028935), (5, 0.023841582)]",0
2024-04-11,报道 电力公司 污水 共计 计划 财年 排放 排放量 核污染 漂来 堆积 绵延 短期内 频繁 意味着 核污染 水排 收起,"[(4, 0.9558608)]",4
2024-04-06,时间 气象厅 消息 发生 地震 震感 震度 视频,"[(0, 0.01880417), (1, 0.018817168), (2, 0.018638823), (3, 0.6795813), (4, 0.24553464), (5, 0.018623957)]",3
2024-05-01,称之为 菜刀 屁股 开大 纪念日 废水 纱窗 纪念日 跟着 芋泥 世面 迭代 打法 补齐 缺口,"[(0, 0.010444886), (1, 0.010482544), (2, 0.010443129), (3, 0.010446445), (4, 0.94769365), (5, 0.010489378)]",4
2024-04-26,超话 帮帮 问卷 助力 废水 倒灌 互填 评论,"[(0, 0.018740894), (1, 0.90643734), (2, 0.018581), (3, 0.01892298), (4, 0.018673275), (5, 0.01864448)]",1
2024-04-29,废水 风向 知乎 推送 题主 偷排 污水 担心 回答 嘲讽 题主 信核 污水 弱智 地方 调调 好像 反转 论据 压根 全世界 核废料 没见 废水 放射性物质 人数 题主 红书 还能 安慰 有没有 科学 角度 收起,"[(4, 0.9759446)]",4
2024-06-14,饮用 废水 放心,"[(0, 0.7904203), (1, 0.042352844), (2, 0.041836612), (3, 0.04182261), (4, 0.04181567), (5, 0.041751992)]",0
2024-04-21,报道 电力 核电站 放射性物质 污水 储罐 发现 腐蚀 迹象 腐蚀 局部 储罐 强度 安装 储罐 负责人 老化 维护 污水 发现 储罐 腐蚀 迹象 涂层 剥落 年度 拆解 储罐 检查和 修补 储罐 用于 污水 螺栓 固定 钢板 储罐 水槽 净化 污水 接连 发生 泄漏 改成 不易 漏水 焊接式 储罐 焊接式 储罐 报道 污水 储罐 巡视 外观 确认 机器人 安装 采用 超声波 铁板 厚度 储罐 强度 收起,"[(4, 0.9873477)]",4
