评论内容,fenci,主题概率,主题类型
环境好，干净。老板热情接待！出行方便,环境 干净 老板 出行,"[(0, 0.014285869), (1, 0.014285929), (2, 0.014285867), (3, 0.8142834), (4, 0.014285871), (5, 0.014285884), (6, 0.014285975), (7, 0.014285896), (8, 0.014285914), (9, 0.014285909), (10, 0.0142858615), (11, 0.014285911), (12, 0.014285908), (13, 0.014285881)]",3
风景超好，服务也超好，位置也方便，下次还会来的,风景 超好 超好 位置,"[(0, 0.81426847), (1, 0.01428703), (2, 0.014287067), (3, 0.014287296), (4, 0.014287004), (5, 0.014287067), (6, 0.014286992), (7, 0.0142870825), (8, 0.0142869875), (9, 0.014286989), (10, 0.014287005), (11, 0.014287005), (12, 0.01428699), (13, 0.014287025)]",0
不知道为什么有很多小蚊虫，床上也有。,蚊虫 床上,"[(0, 0.023811618), (1, 0.6904488), (2, 0.02381164), (3, 0.023811663), (4, 0.023811618), (5, 0.023811618), (6, 0.023811618), (7, 0.023811618), (8, 0.023811618), (9, 0.023811618), (10, 0.023811618), (11, 0.02381167), (12, 0.023811664), (13, 0.023811618)]",1
空间很宽敞，两张1米的床，挺适合家庭旅游住,空间 宽敞 适合 家庭,"[(0, 0.014286797), (1, 0.014287164), (2, 0.0142868), (3, 0.014286737), (4, 0.014286827), (5, 0.014286707), (6, 0.014286755), (7, 0.014286822), (8, 0.8142716), (9, 0.014286778), (10, 0.014286726), (11, 0.01428673), (12, 0.01428679), (13, 0.014286765)]",8
位置很好，出行方便，江景房，可以眺望桔子洲,位置 出行 江景 眺望 桔子,"[(0, 0.011905537), (1, 0.0119055845), (2, 0.011905569), (3, 0.011905591), (4, 0.01190551), (5, 0.011905582), (6, 0.8452279), (7, 0.011905552), (8, 0.011905517), (9, 0.011905526), (10, 0.011905529), (11, 0.011905532), (12, 0.011905547), (13, 0.011905517)]",6
服务很好，住的很舒服，下次还会再来,舒服,"[(0, 0.035714608), (1, 0.03571474), (2, 0.03571457), (3, 0.035714727), (4, 0.535709), (5, 0.03571469), (6, 0.035714682), (7, 0.035714895), (8, 0.035714597), (9, 0.035714645), (10, 0.03571462), (11, 0.035714738), (12, 0.035714693), (13, 0.035714783)]",4
房间设施齐全，布置很温馨、很别致，强烈推荐入住！,房间 设施 布置 别致 入住,"[(0, 0.845227), (1, 0.0119056525), (2, 0.01190561), (3, 0.011905605), (4, 0.0119056), (5, 0.011905574), (6, 0.011905583), (7, 0.011905587), (8, 0.011905626), (9, 0.011905602), (10, 0.011905604), (11, 0.011905775), (12, 0.011905627), (13, 0.011905597)]",0
提前预定的酒店真的很满意,提前 预定 酒店 满意,"[(0, 0.014286238), (1, 0.014286183), (2, 0.014286238), (3, 0.8142789), (4, 0.0142863495), (5, 0.014286278), (6, 0.014286198), (7, 0.014286233), (8, 0.014286235), (9, 0.014286209), (10, 0.014286257), (11, 0.014286206), (12, 0.014286215), (13, 0.014286268)]",3
房间干净，位置方便，适合住一段时间。,房间 干净 位置 适合,"[(0, 0.8142838), (1, 0.014285868), (2, 0.014285849), (3, 0.014285859), (4, 0.014285844), (5, 0.014285816), (6, 0.014285874), (7, 0.0142858485), (8, 0.014285883), (9, 0.014285876), (10, 0.014285878), (11, 0.0142858615), (12, 0.014285874), (13, 0.014285859)]",0
房间很好，很干净,房间 干净,"[(0, 0.023809813), (1, 0.023809845), (2, 0.02380974), (3, 0.023809817), (4, 0.023809792), (5, 0.02380968), (6, 0.023809709), (7, 0.023809755), (8, 0.6904728), (9, 0.023809815), (10, 0.023809843), (11, 0.023809828), (12, 0.023809828), (13, 0.023809802)]",8
房间设施齐全，老板有耐心，我们第二天没续住到双床，服务员一直耐心帮我们处理搬行李，就是自驾的要和老板沟通好停车减免券，以免无法使用，自费。阿姨拖地的拖把使用太久，有很多水漬和味道，建设换勤点儿。其它都挺好的。,房间 设施 老板 耐心 没续 双床 服务员 耐心 行李 自驾 老板 沟通 停车 减免 拖地 水漬 味道 点儿 挺好,"[(5, 0.95356846)]",5
出来旅行在“遇见你真好老揽江美宿”住了一晚，感觉真是太棒了！酒店房间宽敞明亮，床铺舒适，床单被褥干净卫生，让我睡得很安心。浴室设施齐全，热水稳定，洗漱用品也十分好使。酒店的服务态度也是一流的，前台小哥热情亲切，帮我解决了不少问题。另外，酒店的旅行攻略做的很细致，总的来说，这家酒店真的很不错，入住体验非常愉快。如果你也想去住的话，我真心推荐！,遇见 感觉 酒店 房间 床铺 舒适 床单 被褥 干净 卫生 安心 浴室 设施 热水 稳定 洗漱 用品 好使 酒店 服务态度 一流 前台 小哥 热情 亲切 解决 酒店 攻略 细致 酒店 不错 入住 体验 愉快 推荐,"[(2, 0.9742035)]",2
房子不错，干净，卫生，可以看到橘子洲，服务态度好，细心。,房子 不错 干净 卫生 服务态度 细心,"[(0, 0.01020453), (1, 0.010204596), (2, 0.010204557), (3, 0.010204688), (4, 0.010204551), (5, 0.010204513), (6, 0.010204514), (7, 0.01020456), (8, 0.010204572), (9, 0.010204545), (10, 0.01020462), (11, 0.8673406), (12, 0.010204551), (13, 0.010204585)]",11
住得很舒服，环境好！,舒服 环境,"[(0, 0.023809751), (1, 0.690472), (2, 0.02380975), (3, 0.023809832), (4, 0.02380991), (5, 0.02380982), (6, 0.023809798), (7, 0.023810234), (8, 0.023809772), (9, 0.02380979), (10, 0.023809759), (11, 0.02380987), (12, 0.023809839), (13, 0.023809846)]",1
很满意 环境不错,满意 环境 不错,"[(0, 0.017857324), (1, 0.017857429), (2, 0.017857341), (3, 0.017857363), (4, 0.017857365), (5, 0.017857345), (6, 0.017857328), (7, 0.017857343), (8, 0.017857362), (9, 0.017857341), (10, 0.017857332), (11, 0.017857414), (12, 0.01785738), (13, 0.76785433)]",13
房间干净整洁 楼下就是冬瓜夜市 非常好 就是要小心一楼大堂（男） 会造谣店家有经济问题 半夜改智能锁密码啥的 然后劝你退单去订5楼其他家的民宿。。我差点上当。。特别影响游玩心情 大家要注意 当然了 店家是没有问题的 半夜也没改密码。。。😅,房间 干净 整洁 冬瓜 夜市 小心 一楼 大堂 造谣 店家 经济 智能 密码 民宿 差点 上当 游玩 心情 店家 没改 密码,"[(9, 0.9577884)]",9
景点方便 宠物友好卫生干净不错不错,景点 宠物 友好 卫生 干净 不错 不错,"[(11, 0.8839232)]",11
适合带娃，和朋友一起也非常好,适合 朋友,"[(0, 0.69047236), (1, 0.023809785), (2, 0.023809846), (3, 0.023809817), (4, 0.023809794), (5, 0.02380975), (6, 0.023809895), (7, 0.023809807), (8, 0.023809891), (9, 0.02380986), (10, 0.023809778), (11, 0.023809794), (12, 0.023809854), (13, 0.023809778)]",0
夜景,夜景,"[(0, 0.0357152), (1, 0.53570116), (2, 0.0357152), (3, 0.03571555), (4, 0.0357152), (5, 0.035715293), (6, 0.0357152), (7, 0.035715234), (8, 0.035715505), (9, 0.0357152), (10, 0.035715267), (11, 0.035715234), (12, 0.035715234), (13, 0.035715517)]",1
服务周到热情！,热情,"[(0, 0.03571465), (1, 0.0357149), (2, 0.03571487), (3, 0.035714827), (4, 0.035714783), (5, 0.035714727), (6, 0.53570795), (7, 0.03571489), (8, 0.03571467), (9, 0.035714764), (10, 0.035714656), (11, 0.035714928), (12, 0.035714712), (13, 0.035714664)]",6
整体来说入住体验很好，卫生也不错，住的高。 位置：楼下10元车程就到了坡子街，打车去各个地方都比较方便。 装修：装修偏智能，小欧管家好评，家里小孩很爱玩。 主要停车每次券只能抵1天，所以开车来入住的友友们中间可以将车开出去一次再回来。避免出现停了2天券只能抵消一天的情况。 服务：加了老板微信，解决问题的速度非常快。 整体值得5星,整体 入住 体验 卫生 不错 位置 车程 坡子 打车 地方 装修 装修 智能 管家 好评 小孩 爱玩 停车 只能 开车 入住 友友 将车 回来 避免出现 天券 只能 抵消 情况 老板 解决问题 速度 整体 值得,"[(3, 0.9734664)]",3
房间卫生没得说，打赤脚走路都是干净的。房间有冰箱、洗衣机、炉子，满足生活所需，有家的感觉。管家回复都很及时，还会帮忙查路线，很贴心。 地方很便利。马路对面就是夜市小吃街。晚上沿着江走路十分钟就能到杜甫江阁，登楼看完夜景再沿着江就能看到“长沙”那个网红墙，再过马路就能看到文和友，朝海信广场方向再过马路就是太平老街。总之晚上一路各种打卡各种吃。 一入住就往博物馆赶，忘记拍房间照片，但是和预定信息上的图片一样。,房间 卫生 走路 干净 房间 冰箱 洗衣机 炉子 感觉 管家 回复 帮忙 路线 贴心 地方 便利 马路 对面 夜市 小吃街 走路 登楼 夜景 红墙 马路 文和友 广场 方向 马路 老街 打卡 入住 博物馆 忘记 房间 照片 预定 信息 图片,"[(0, 0.12732755), (12, 0.8512411)]",12
很干净，很卫生,干净 卫生,"[(0, 0.023809753), (1, 0.69047356), (2, 0.023809703), (3, 0.023809746), (4, 0.02380971), (5, 0.02380966), (6, 0.023809638), (7, 0.023809703), (8, 0.023809738), (9, 0.023809755), (10, 0.023809705), (11, 0.02380979), (12, 0.02380981), (13, 0.023809725)]",1
环境房间设施齐全,环境 房间 设施,"[(0, 0.01785729), (1, 0.017857347), (2, 0.017857298), (3, 0.017857285), (4, 0.017857274), (5, 0.017857272), (6, 0.017857276), (7, 0.017857281), (8, 0.01785731), (9, 0.017857281), (10, 0.017857304), (11, 0.7678551), (12, 0.017857352), (13, 0.017857298)]",11
酒店紧挨长沙最繁华的商业群区五一广场，坐落湘江东岸，与橘子洲和岳麓山风景区隔江相望，客房19楼一线江景， 视野开阔，客房内洗衣机，电冰箱，电磁炉，大衣柜，茶吧桌一应俱全，本来预定了3天，因为旅程改变只住了1晚，老板爽快地同意了，匆忙离店，把电脑电源线遗忘在客房，郑经理特地提醒并提前放在前台，非常感谢！,酒店 紧挨 繁华 商业 群区 坐落 风景区 客房 江景 视野 开阔 客房 洗衣机 电冰箱 电磁炉 大衣柜 预定 旅程 改变 老板 爽快 离店 电脑 电源线 遗忘 客房 经理 特地 提醒 提前 放在 前台,"[(3, 0.97185546)]",3
非常好 看着就是干净，晚上夜景很美，长沙住过很多酒店这个算很不错的，老板也非常热情又送水又送西瓜，大大的赞,看着 干净 夜景 酒店 不错 老板 热情,"[(3, 0.88392514)]",3
老板很热情，我们订了两间房，老板帮我们都安排在了同一层，而且房间外的风景很好能看到橘子洲。房间的纸巾用完了联系客服之后也会很快续上。房间内的洗衣机也特别好用。总体入住体验非常不错。,老板 热情 两间房 老板 安排 房间 风景 房间 纸巾 客服 房间内 洗衣机 总体 入住 体验 不错,"[(13, 0.94537425)]",13
设施：智能很好用，尤其是电器，洗衣机洗完衣服烘干很方便；浴缸很好用；智能灯光和音响很赞。装修风格新颖，我家开装修公司，所以选酒店对装修设计有要求，住的挺舒服！服务：老板服务很周到。尽量满足客户的需求，反应也很快！总之入住很开心，尤其是夜景景观很漂亮，晚上去楼下江边玩一下，斜对面还有小吃街。环境：酒店标识不明显，进来18层不太好找前台。不过微信上可以直接联系。整体感觉不错！下次还来入住,设施 智能 电器 洗衣机 洗完 衣服 烘干 浴缸 智能 灯光 音响 装修 风格 新颖 装修 公司 酒店 装修 老板 周到 客户 需求 入住 开心 夜景 景观 很漂亮 斜对面 小吃街 环境 酒店 标识 不太好 前台 整体 感觉 不错 入住,"[(3, 0.9761875)]",3
我随便找的一家民宿，哈哈…没想到这家的环境出乎意料的好，房间很干净很整洁，还有淡淡的熏香味，床单也很干净，没有异味与污渍。睡的非常舒心，价格也很实惠，十分具有性价比，值得下次来这附近出行还得住这里。,民宿 环境 房间 干净 整洁 香味 床单 干净 异味 污渍 舒心 价格 性价比 值得 出行,"[(3, 0.9419569)]",3
我到酒店比较晚，房东一直都在线联系，非常热情。位置靠近江边，房间很干净整洁，投影屏幕够大够清晰，热水器出现小故障，很快给予解决。值得推荐的一家酒店。,酒店 房东 热情 位置 靠近 房间 干净 整洁 投影 屏幕 大够 清晰 热水器 故障 给予 解决 值得 推荐 酒店,"[(7, 0.95356613)]",7
第一次来长沙玩，随便找了个民宿住，居然运气真好，房间卫生很干净，地上干净的都能躺着，最关键的是晚上的长沙的夜景真好看，一线江景!非常值得，有机会再来长沙，一定还会继续住这里的！,民宿 运气 房间 卫生 干净 干净 关键 夜景 好看 江景 值得 机会,"[(1, 0.92856944)]",1
非常完美的一次居住体验，老板有求必应，订的城景房依然能看到江景，环境安静，条件便利，到哪里都很方便，楼下就是长沙必打卡的天宝兄弟，好吃的不得了，吃一下好方便～极力推荐！,完美 居住 体验 老板 景房 江景 环境 条件 便利 打卡 兄弟 好吃,"[(9, 0.92856467)]",9
长沙的民宿做的真好，卫生非常干净，搞卫生一定是用心去对待的，晚上的夜景也很漂亮！关键是房间的布置非常温馨，有家的感觉！真的是物超所值！下次有机会去长沙还会选择住这里！,民宿 卫生 干净 卫生 用心 夜景 很漂亮 关键 房间 布置 感觉 机会 选择,"[(1, 0.9336703)]",1
酒店的位置很好找，位置也不错，楼下就是天宝兄弟，房间很干净，设置也很精致，有小度音响语音控制很方便，大落地窗很喜欢，总的来说非诚不错,酒店 位置 好找 位置 不错 兄弟 房间 干净 精致 小度 音响 语音 控制 落地窗 喜欢 不错,"[(13, 0.9453724)]",13
带娃两个人的旅行，一眼就看中的美宿，干净 卫生，还有洗衣机和厨房，非常方便，下电梯就可以打车，老板人很也很贴心，最关键的是橘子洲的夜景很美,看中 美宿 干净 卫生 洗衣机 厨房 电梯 打车 老板 贴心 关键 夜景,"[(3, 0.9285626)]",3
老板很好，房间卫生干净还有洗衣机洗衣粒，两罐可乐两瓶矿泉水都是免费的，对面就是冬瓜山小吃街。走几百米就看到一师，在往前走就到地铁站了挺方便的，好评,老板 房间 卫生 干净 洗衣机 洗衣 可乐 矿泉水 对面 冬瓜 小吃街 一师 往前走 地铁站 好评,"[(0, 0.9419602)]",0
房子很干净舒服，窗外景色特别好，尤其是老板的服务非常给力，帮了特别大的忙，感谢。酒店外面有小吃一条街，而且房子就在橘子洲头旁边，很赞。,房子 干净 舒服 景色 老板 感谢 酒店 小吃 一条街 房子,"[(3, 0.91557837)]",3
在写字楼上面，需要老板带上去，离地铁站较远，离公交站比较近，房间很安静，性价比很高，有冰箱，大热天太需要了，很有家的感觉。,写字楼 老板 带上去 地铁站 公交站 房间 性价比 冰箱 大热天 感觉,"[(0, 0.91557807)]",0
大楼环境好，干净，电梯宽敞上下楼方便，房间干净，床和枕头被子都很舒服，孩子睡的很好，老板有求必应,大楼 环境 干净 电梯 宽敞 下楼 房间 干净 枕头 被子 舒服 孩子 很好 老板,"[(1, 0.9380918)]",1
房间比较宽敞，距离冬瓜山夜市很近，停车场在负二楼也很方便，唯一就是每天停车只能免费进出一次。,房间 宽敞 距离 冬瓜 夜市 停车场 二楼 停车 只能 进出,"[(2, 0.91557616)]",2
非常棒的体验，可以直接看到洲头的雕塑，夜晚的江景非常好看。房间干净整洁，设施齐全，老板人也很好，会推荐给朋友。,体验 雕塑 江景 好看 房间 干净 整洁 设施 老板 推荐 朋友,"[(3, 0.92261547)]",3
房间卫生干净，住的非常舒心，长沙的夜景很美，房间可以看到美丽的湘江夜景，很是舒服。下次有机会来长沙还会选择住这里！,房间 卫生 干净 舒心 夜景 房间 夜景 舒服 机会 选择,"[(1, 0.9155826)]",1
长沙是个好地方 这里的环境也很好，可以看江，房间干净整洁，主要是这里宠物友好，小朋友比较安心入住,地方 环境 房间 干净 整洁 宠物 友好 小朋友 安心 入住,"[(3, 0.91557956)]",3
